# CathayViewer 人名别名表（正名,别名…；可手动编辑，逗号/顿号/分号均可分隔）
鍾筠,黃若
鍾紐,千鈞
鍾素,澹心
鍾紹,大韶
鍾紹京,鍾超宗
鍾維則,子嘉
鍾繇,元常,定陵侯,成侯
鍾繼元,仁卿
鍾繼英,樂華
鍾羽正,叔濂,淑濂
鍾耆德,元長
鍾聯甲,春堤
鍾聲聞,錫銘
鍾臣堯,安吉
鍾自强,仲甫
鍾舉,瓊英
鍾芬,婉蘭
鍾芳,仲實
鍾芳年,小村
鍾若休,于集
鍾若玉,元圃,文貞
鍾英,禹鼎
鍾萬傑,九如
鍾萬祿,懋功,贊宇
鍾葉篪,又沂
鍾蒨,德林
鍾蕃,庭芳
鍾蘭枝,芬齋,露皋
鍾虎翀,炳齋
鍾虞,安期
鍾衡,仲恆
鍾裕,問齋,鍾格
鍾觀光,憲鬯
鍾詠,清亮
鍾諤,一士
鍾謙鈞,雲卿
鍾謨,仲益
鍾譔,近修
鍾象韶,德昭
鍾賡華,南圃,南聞
鍾賢,惟德
鍾輅,鐘簵
鍾近衡,苔洲
鍾逢午,師稷
鍾逢慶,光聖,景雲
鍾過,改之,梅心
鍾遐齡,子宜
鍾道生,子逸
鍾錫瑞,小珊,見庭
鍾鎬,元美
鍾鎭,虛有
鍾鏞,朝用
鍾鑑,爾正
鍾雅,大章
鍾離松,其紹,少公,正袒,法松,第三十
鍾離權,天下都散漢,散人,漢鐘離,雲房,雲房先生
鍾離瑾,公瑜
鍾雲瑞,天慶
鍾霆,伯震
鍾震,大聲
鍾靈,秀之
鍾靈毓,瑩秀
鍾青,山谷
鍾韞,眉令
鍾音鴻,子賓
鍾顯錦,嵩鳳
鍾駿聲,亦谿,澹夫,雨辰
鍾鳳翔,千仞
鍾鳴陛,咸亭
鍾鴻塤,樹庵
鍾麟,夢星
鍾鼎元,五其
鍾齡,子鶴,松圃
鎖兒哈,武定
鎖咬兒哈的迷失,貞愍
鎖必名,標南
鎖瑞芝,佩芬
鎖青縉,藎之
鎖飛,鵬擧
鎖騰華,從龍
鎦炳,彥昺
鎦績,孟熙
鎻柱,鎖住,鎖柱
鏗泰,鏗特
鏡新磨,敬新磨
鐃玉成,新泉
鐘標東,配仁
鐘潤,漢書
鐘琪,耳甫
鐘秉勤,捷應
鐘章元,鍾章元
鐘聲峻,元堂
鐘詠,清亮
鐘音,聞軒
鐵保,冶亭
鐵哥,忠獻,忠穆
鐵哥朮,簡肅
鐵木兒塔識,九齡,文忠
鐵木真,太祖,成吉思汗,法天啟運聖武皇帝
鐵祺,壽卿
鐵穆而溥化,宏道
鐵穆耳,成宗,欽明廣孝皇帝
鐵篆,維信
鐵良,寶臣
鐵鉉,忠烈,忠襄,鼎石
鐵閭,文輝
鐵齡,希梅,西湄,鐵庵
鐸護倫,振遠
長啟,星垣
長喆,守愚,思亭,菊圃
長孫仁,安世
長孫佐輔,長孫佐轉,長孫左輔
長孫儉,慶明
長孫家慶,余恩
長孫氏（李世民妻）,文德皇后
長孫無忌,獻之,輔幾,輔機
長孫熾,靖公
長孫貞隱,長孫正隱
長孫鑄,長孫鎛
長庚,那延保
長春,笠農
長祿,遠帆
長福,常福
長萃,允升,季超,蔚雲
長闈,健園,邁仁
長麟,懋亭
門泰,際盛
門相,良弼
閃文繡,素公
閆三省,式曾,式會
閆其泰,介菴
閆四箴,程訓
閆應德,修齋
閆文龍,非清
閆晉鍠,曉亭
閆有倫,明五
閆札彥德,亦菴,亦葊,慎一堂
閆棨,臨齋
閆正祥,閻正祥
閆汝弼,夢嚴
閆汾,竹溪
閆湘,藻坡,蘭坡,蘭波
閆熙業,亮功
閆瑾,禹峰,雨峰
閆發俊,傑菴
閆紹世,衣庭
閆緝熙,敬之
閆繼宗,紹庭
閆重鑑,朗軒
閆長庚,文五
閆麟閣,緝庭,輯庭,鳳庭
閉復亨,元吉,師顯,第二十三
閉悌,孔仁
開休元,長蒨
開承簡,混成
開泰,兆新
開濟,來學,學臣
開趙,興宋
閑肅英,端淑
閔一范,仲甫
閔不貪,仲潔,章節
閔世翔,仲升
閔世貞,正叔
閔九齡,勗齋
閔仁伯,伯春,景靖,苔泉
閔以升,彦暉,誠齋
閔伸,忠貞,遯菴
閔佐,敬所
閔南仲,子襄,石漁
閔受昌,文敷
閔周冕,水月堂,章五
閔啟祥,杏南
閔址,蠡襟
閔垶,忠愍,載萬,龍巖
閔士雙,耐翁
閔壽千,耆叟
閔夢得,翁次
閔夢龍,致雲,雲窩
閔如霖,午塘,師望,干塘
閔孝曾,希參,恭穆
閔安仁,子復
閔安富,榮叔,農隱
閔宗儒,忠順
閔宗道,汝曾
閔嶪,子昻,楊湖
閔度,裴卿
閔後騫,月河
閔德裕,昆岡,瑞玉
閔徽繼,美胤
閔忭,儒孫,孝康,捿閑堂
閔思平,及庵,坦夫
閔思敬,香城
閔思誠,中孚,讀山
閔惇大,敦大,裕仲,閎中
閔慧媛,韋樓
閔慶基,善餘
閔應亨,嘉伯
閔應協,嗚皐,寅甫
閔應會,雲涯
閔應祺,伯嚮,尤叟,景退齋
閔懷英,畹餘,蘭軒
閔懷賢,季思
閔敏回,子駿
閔敘,鶴癯
閔文卿,四十,廷昭,純齋
閔新,苕香
閔旦,二十六,介菴,景周
閔昌祚,毅亭
閔昌道,化隱,士會
閔有孚,景應,養拙堂
閔有慶,楓墩,陶村,頤吉
閔朝珍,右衡,璞岩
閔本,宗先
閔楷,南湖,直臣
閔榮,時恩
閔槐,公甫
閔機,子善,棲閑堂
閔汝任,振衣,聖之,醉翁
閔汝翼,景定,輔之
閔淑蘭,湘畹
閔深,汝澄
閔漬,文仁,默軒,龍涎
閔煦,和卿,水東
閔熙,文忠,皞如,石湖,雪樓
閔爾昌,復翁,葆之
閔珪,朝琰,朝瑛,朝英,莊懿,闞珪
閔珮,玉蒼,閔佩,雪巖
閔璿,春軒,羲民,良敬
閔由誼,子宜,漁逸
閔甲,仲魯
閔疇,方田
閔箕,好學齋,文景,景說,觀物齋
閔粹,聖寅
閔純,景初,杏村,習靜
閔維重,屯村,持叔,文貞
閔翼明,襄甫
閔翼洙,士衛,夙夜齋,文忠
閔而學,長文
閔聖徽,士尙,拙堂,用拙,肅敏,閔聖徵
閔聲,毅夫,雪簑
閔肅英,端淑
閔良心,正之
閔苧,蘿屏
閔荷生,少窗,殿香
閔萃祥,頤生
閔萱,時秀
閔蓍重,公瑞,認齋
閔衍,印麓
閔謹,村菴
閔起文,叔道,櫟菴
閔辰應,用和
閔達,義行
閔遠慶,基厚,寧臺
閔銳,靜齋
閔鎭厚,忠文,趾齋,靜純
閔鎭周,孺文,貞簡
閔鎭遠,丹巖,文忠,洗心,聖猷
閔鎭長,文孝,稚久
閔霽,仲晦,文度,漁隱
閔頔,文順,樂全
閔顏,咫臣
閔馨男,壯貞,德男,潤夫,芝崖
閔魯,宗道
閔鳳祥,虛白
閔鶚元,少儀,峙亭,峙庭
閔麟嗣,檀林,賓連
閔點,聖與,雙梧
閔黯,叉湖,長孺
閔鼎重,大受,文忠,老峯
閔齊仁,希仲,立巖
閔龜孫,瑞卿
閤正大,子居
閭丘孝終,公顯
閭丘崇孫,叔智
閭丘昕,清簡
閭丘次孟(字),次孟
閭丘襄,元吉
閭克稹,子勝
閭東,啟明
閭潔,次淸,汝淸
閭知誠,處諒
閭邱昕,淸簡,逄辰,逢辰
閭鉦,靜之
閰生斗,文瀾
閰閎,尚友
閻世科,伯登,磻楚,龍門
閻世繩,寶詒
閻中寬,易菴
閻介年,九宮山人,葆和
閻仲宇,參甫,恆齋
閻仲實,光甫,葵菴
閻仲寶,貞逸公
閻价,允德
閻伯敏,子功
閻佐,文輔
閻修齡,再彭,牛叟
閻倫,天敘
閻倬,允章
閻偉,昂夫
閻充國,厚民
閻光度,景融,閻光遠
閻光潛,孔昭
閻勍,壯節
閻啟斌,子均
閻善慶,偉堂,子冶
閻國順,覺吾
閻圻,泗山
閻基,茂先
閻堯熙,涑陽
閻士和,伯均,嚴士和
閻士選,儁甫,立吾
閻夢夔,云歟,儕盖
閻天佑,紹泉
閻好問,子裕
閻孝忠,資道
閻學林,信藪
閻學機,心織
閻學海,少臣,星持,雨凡
閻宇,大啟
閻安中,惠夫
閻宏,子濟
閻寬,德厚
閻寶奎,瑞卿
閻居誾,西渠
閻師孟,醇老
閻廷倬,倜斯,思庵,澹亭
閻廷謨,嵩岳,獻儒
閻彥昭,德甫
閻彪,武威
閻復,子靜,文康,靜軒,靜齋
閻循厚,惠庭,鈍齋,駿聲
閻循琦,恭定,景韓,瑋庭
閻循觀,伊蒿,懷庭
閻循霦,蔚庭
閻志廉,鶴泉
閻志雄,玄毅
閻恕,行仁
閻恩培,企崧
閻愉,敬生
閻慶元,閏慶元
閻應元,忠烈,麗亨
閻成化,北屏
閻敬愛,嚴敬受,嚴欽愛
閻敬銘,丹初,文介,福永堂,約合酉皿,約盦,荔門
閻文熛,孕華,季章
閻晉,庶侯
閻曾履,念庭
閻曾步,梅餘
閻望雲,大濟
閻朝隱,友倩
閻本,宗元
閻棆閣,閻掄閣
閻榮祖,孝先
閻樸,又泉,文甫
閻欽,少林
閻毓偉,翼望
閻汝哲,克明
閻汝弼,夢岩,靜泉
閻江,朝宗
閻泰和,墨園,竹軒,魯瞻
閻海,晴皋
閻淑立,晴川,筆存
閻淑震,省齋
閻溥,鳳棲
閻漳,汝淸
閻澤,潤民
閻濟,汝舟
閻灴,鬱鄞
閻炳章,耀卿
閻煒,海姓
閻爾梅,古古,用卿,調鼎
閻玫,龍泉
閻玿,昆浦
閻珍,載之
閻珪,用之
閻琛,伯玉
閻琮,廷珍
閻瑀,潤夫
閻生斗,文瀾
閻登庸,銘常
閻相師,桓肅,渭陽
閻睿,三樂道人,汝思
閻祖訓,彞甫,迪人
閻神,思邦
閻禹錫,子與
閻立本,文貞
閻章,閻璋
閻維玉,正堃,輞園
閻繩芳,世武
閻翰,雙溪
閻肇,務本
閻興邦,弢仲,梅公
閻芹,時獻
閻若琛,紫琳
閻若璩,潛丘,潛邱,潛邱居士,瑒次,百詩,眷西堂,秋山紅樹閣,窈窕居,許劍亭
閻萃峰,筱浦,薈青
閻蒼舒,恭惠,惠夫,才元
閻蓋,天錫
閻虔福,敬客
閻訓愨,穀仲
閻詠,元木,復中,復申,梓勤,閻詒樸
閻詢,議道
閻議略,方叔
閻譽,師文
閻讓,以實
閻足興,九如
閻路,太原先生,蹈之
閻迺兟,恕亭,晉甫
閻邦,至道
閻邦寍,仲謐
閻鄰,德甫
閻錫爵,戒過,荊州
閻錫齡,夢光
閻鎮珩,季蓉,嵩陽,鎮珩
閻鏡機,閻鏡幾
閻鐸,道鳴
閻防,閻九
閻驤,仲彬
閻默,彥深
閻鼎吉,和卿
閻鼐,仲輔
閿可宗,慎初
闊普通武,安甫,楂容,畹薌
闊里吉思,忠獻
闊闊,子淸
闕嵐,雯山
闕應,允登
闕成章,孔裁
闕聳,民詹
闕閎,叔達
關?,仲山
關上進,淩雲
關世勳,綏卿,緩齋
關以華,祝堅
關以鏞,詠琴
關作棟,松菴
關保,世傑
關儉,守道
關冕鈞,伯衡,耀芹
關可宗,慎初
關和鈞,可權
關國光,儀宸,扆臣,覲侯
關國遴,簡心
關在田,玉如
關培均,曉川
關士勳,關士勲
關天培,仲因,忠節,滋圃
關奎齡,小韞
關學優,若谷
關家騏,仲垣,卓奚
關寧,幼安,龍渦
關寶秀,麗田
關師,有覺
關庚,子明
關廣槐,樹三,遠昌
關廷訪,對墀
關德聚,敬夫
關思,九思,仲通,虛白
關慶麟,吉符,思痛軒,績善,關霽
關捷先,子卿,子興,捷元,甯後,蓬石
關揚,明吾
關文振,道充
關文通,叔介
關晉,仲山
關景仁,彥長
關景山,彥瞻
關景芬,關景棻
關月仙,素梅
關朝宗,國藩,璧泉
關棠,季華
關榕祚,六升
關槐,晉卿,晉軒,曙笙,柱生,桂生,雲岩,雲巖
關樅,子方
關橋,翼山
關永傑,人孟,忠烈
關治,止叔
關沼,聖淵
關注,子東,香巖居士
關漢卿,已齋
關澥,子容
關炳,午亭
關燿南,楚材,道吾
關玉,子玉
關瑚,梅樹
關福,鼎三
關維紀,西園
關耆孫,壽卿
關英,文哲
關詠,永言
關賡麟,穎人
關遐年,芝田
關道愛,僧護
關道賓,儀周
關鈞,月生
關錡,侶瓊
關鍈,妙妙道人,秋芙
關鎂,秋芙
關關,康定,文祖
闞壽坤,德嫻
闞崇德,竹崖
闞文興,英烈侯
闞碧霞,景曙
闞福兆,鶴灘
闞絅,尚之,心源,翰卿
闞繼禹,叔敬
闞選,若韓
闞鐸,無冰,霍初
闞鳳樓,仲韓
阎锡山,阎百川,百川,龙池
阜爾嵩阿,富爾松阿
阮䕫颺,水韻,永韶,永韻,永顏
阮世恩,聿修
阮中度,玉甫
阮之鈿,實甫
阮亨,梅叔
阮以和,熙父,第正七
阮以鼎,太乙,盛唐
阮佩蘭,星如,芝田
阮元,九十九硯齋,伯元,儀鄭堂,八甎吟館,學海堂,定靜堂,定香亭,小滄浪,小琅環仙館,怡性老人,揅經室,揅經老人,文達,文選樓,梁伯,溉亭,琅環僊館,白圭詩館,石墨書樓,研經室,秦華雙碑之館,積古齋,節性老人,節性齋,良伯,芸臺,萬柳堂,蝶夢園,詁經精舍,譜研齋,闕里阮孔經樓,雲臺,雷塘庵主,願性老人
阮元聲,無聲
阮光平,忠純,阮惠
阮光鼎,寶臣,金臺
阮克俊,簾谷,谷簾
阮冠,士元
阮勤,必成
阮向葵,晴初
阮和,煦初,融軒
阮國威,彦宣,彦昌
阮國寶,彦猷
阮垕,德載
阮培元,廷才,篤庵
阮基,環圃,自堂
阮士惠,吉孚,覲萱,靜珊
阮士舉,南叟
阮壽松,星垣,誌伊
阮大定,伯靜,樸齋
阮大用,用禮
阮大鋮,圓海,百子山樵,石巢,集之
阮子孝,伯慕
阮存,以禮
阮學浩,又次,澹寧,緩堂,裴園
阮學濬,澄園
阮宗孝,以成
阮宗澤,友仁
阮寅,公亮
阮尚賓,君重
阮希元,明溪
阮常生,壽昌,小雲,彬甫
阮幡,君聘
阮式,夢桃,翰軒
阮復祖,臺峰,輪源
阮德柔,伯剛
阮徽,德媛
阮忠彥,介軒
阮忠惠,國杜,國柱
阮忠輔,左新,藎臣
阮思聰,仲謀
阮思道,思恭
阮性存,荀伯
阮恩海,南畺
阮恩灤,媚川
阮惟和,子衡
阮惟貞,子貞
阮應商,次賡
阮應奎,吉溪
阮應辰,箕畢
阮承信,得中,湘圃
阮敬熙,仁培,緝熙
阮文中,用和
阮文卿,叔野,阮文子
阮文子,叔野
阮文燮,理亭,申亭
阮文英,和父
阮文藻,侯庭,領榮
阮日益,鶴巖
阮昌齡,大年
阮明遠,星橘
阮映遠,奎璧
阮晉,鶴緱
阮晉恩,馥雲
阮朝策,子定
阮本焱,晉朋
阮樞良,孚循
阮樹,德滋,棠樹
阮次膺,光叔,文龍,汝龍,第五七
阮泓,九潢,秋潭
阮潞,北池
阮濬,一衲,季子
阮炳煇,少台,少合
阮炳福,竹初
阮為光,暉吉
阮烜輝,仲寅
阮燦輝,升甫,時勖
阮爾詢,猷若
阮玉堂,履廷,琢庵
阮玘,廷用
阮珪,朝瑞,阮奎
阮瑀,季野
阮環,君集
阮申之,中之,周翰,理齋
阮疇,達夫
阮登,雲卿
阮登柄,顯之
阮睿,希哲
阮福,喜齋,賜卿
阮福映,阮種
阮秀實,梅峰,賓中,阮怪
阮肇先,伯起,小谷
阮自嵩,思竹,惟中
阮自華,霧靈山人
阮芝生,秀儲,紫坪
阮芳顔,丹霞子
阮萃恩,澡雲
阮葵生,安甫,寶城
阮許近,文翁
阮謙,受益
阮賓,敬子
阮賡唐,君玉
阮逸,天隱
阮鍾瑗,定甫,次玉
阮鏞,蝶仙,鐵香
阮閱,閎休,阮絕句,阮閔
阮閲,閎休
阮霆震,起潛
阮霖,民望,石峯居士
阮駿,千里
阮高,思抑
阮鴻鈞,竹溪
阮鶚,函峰,函峰居士,應薦
阮龍光,元侯,見亭
阿倍仲麻呂,居卿,晁衡,朝衡,胡衡
阿克丹,允廷
阿克敦,立恆,立軒
阿克當阿,厚庵
阿其麟,仁夫
阿凌阿,芸農,雲鵬
阿剌,武康
阿剌不花,襄惠
阿剌兀思剔吉忽里,忠武
阿剌罕,忠宣
阿勒精阿,震庵
阿博爾濟吉特阿勒清阿,恪慎,阿勒精阿
阿台,忠亮
阿台薩理,端愿
阿史那什鉢苾,突利可汗
阿史那奚純,俟利弗設,處羅可汗
阿史那默啜,阿那氏天上得果報天男突厥聖天骨咄祿默啜大可汗
阿哈出,呵哈出,李誠善
阿哈覺羅文謙,誠靖
阿塔海,武敏
阿失帖木兒,忠簡
阿察雅實禮,淸臣
阿尼哥,敏慧,西軒
阿布努富陞,忠壯
阿彥達,朗山
阿忽台,忠獻
阿思蘭也奴,澹齋
阿朮,武定,武宣
阿林保,怡齋
阿果博勒阿果博拉西淩阿,勇毅,西凌阿,阿果博拉西淩阿
阿榮,存初
阿沙不花,忠烈
阿爾賽,帝臣,雲客
阿理,士賢
阿琳,玉山
阿禮海牙,武定
阿肅,敬之
阿舍里吉陞,允中,吉爾彰阿,怡情軒,松柏恆春館,芝田
阿般圖,嗣昌
阿虎歹,士傑
阿速吉八,天顺帝
阿進泰,階平,靜安
阿那布,阿納布
阿都剌,子俞
阿都赤,孝卿
阿鄰帖木兒,文貞
阿里乞失,忠惠
阿里乞失鐵木兒,武襄
阿里伯,忠節
阿里木八剌,西瑛
阿里沙,以沙為姓
阿里漢,植庭
阿里罕,忠懿
阿金,雲舉
阿顏覺羅圖理琛,阿額覺羅圖理琛
阿顏覺羅科爾崑,科爾坤
阿魯威,叔重,東泉
阿魯渾薩理,文定
阿魯特崇綺,文山,文節,蔚霞,麗如
阿魯特賽尚阿,鶴汀
陆游,陆放翁,务观,放翁
陈寅恪,鹤寿
陈炯明,陈竞存,竞存
陈独秀,陈仲甫,仲甫,独秀,乾生,由己,三爱,只眼,撒翁
陈瑞輝,蕉窗
降玉,音溪
降鈺,音溪
陜茂,本深
陝丕基,輔亭
院賓,君聘
陰一鶚,和仲
陰元圭,君錫
陰元愷,君舉
陰子春,幼文
陰子淑,宗孟
陰幼遇,時夫
陰幼達,中夫
陰應節,雲礎
陰承方,剋齋,靜夫
陰振猷,子猶,子翼
陰旺,日升
陰昌庚,乙垣,蓮舫
陰時夫,勁弦
陰標,時準
陰武卿,定夫,月溪
陰潤,伯玉,太峯,太峰
陰炳喜,靄堂
陰秉暘,子寅
陰秉衡,典莊,振平
陰行光,陰行先
陰鏗,子堅
陳?,存吾,存和,摩村
陳?文,輔臣
陳[不詳],陳公
陳㮤,伯茂
陳䮄,元甫
陳一傑,少雲
陳一元,四遊,泰始
陳一夔,六十,樂卿
陳一德,靜軒
陳一恪,大庭
陳一新,又之
陳一松,宗岩
陳一泰,安宇
陳一洙,國潢
陳一清,秀文
陳一炳,虎文
陳一球,蝶庵,非我
陳一發,春卿,雲岫先生
陳一簡,敬甫
陳一言,愚悃
陳一謙,用豫
陳一貫,魯得
陳一霆,玉淵
陳一震,文夫
陳一魴,鈞從
陳一鳴,醒石
陳一鶚,仲夫
陳一龍,成先
陳三島,鶴客
陳三益,友芝
陳三省,思曾,雅瞻
陳三立,伯嚴,散原
陳三策,驤衢
陳三綱,振道
陳三聘,夢弼
陳三謨,汝明,錦江
陳三辰,北樞
陳三陛,翊辰,補堂
陳三韓,拙守
陳上善,元水,元者
陳上理,作棟
陳上診,益之
陳丕業,少軒
陳丕顯,揚休
陳世仁,元之
陳世侃,行之
陳世倌,嘉惠堂,文勤,秉之,蓮宇,蓮宇居士,陳世琯
陳世倕,公佐,存齋,柳堂
陳世偉,補堂
陳世儁,蘭侯,識庵
陳世凱,襄敏,贊伯,陳鐵頭
陳世南,公明
陳世卿,光遠
陳世埰,稼軒
陳世守,端厚
陳世安,傅巖
陳世寧,泰文
陳世崇,伯仁,隨隱
陳世恩,兩峯,慶遠
陳世慶,聰彞
陳世成,希文,淸遠處士
陳世昌,彥博
陳世曙,亮初,元弢
陳世棨,季竹
陳世榮,顯卿
陳世求,繹我,鳴珂
陳世治,師洛
陳世泰,聯豐,蓮峰
陳世烈,嘯廬
陳世熙,淳初
陳世燿,壽門,映輝
陳世爵,浣修,立軒
陳世珮,西臺
陳世球,譪堂
陳世綸,煥之
陳世良,甫亭
陳世賢,榮芳
陳世鎔,大冶,燮樓,雪廬
陳世隆,彥高
陳世齡,小房
陳丙,吉甫
陳丙曾,修之,南魚,子燕
陳丙森,玉昆
陳中,時仲
陳中仁,義生
陳中孚,允臣,元呂,心畬,種竹山房
陳中履,素初,索初
陳中復,從道
陳中榮,孟仁
陳中禮,嘉會
陳中立,仲玉,爛柯山人
陳中龍,漢麓
陳丹衷,涉江
陳丹赤,忠毅,津城,獻之,真亭
陳乃績,君嘉,庾山
陳乃賡,容甫,虞臣
陳久徵,青麟
陳之可,汝時
陳之奇,虞卿
陳之常,寄窗玩客,明卿,趙予
陳之揆,晴峯,晴峰
陳之杞,荊山
陳之楫,德川
陳之淯,宜蘇,澹夫
陳之淵,宗卿
陳之瑩,書巖
陳之祺,伴梅,近三
陳之純,仲誠
陳之綱,旭峰
陳之美,才伯
陳之翰,憲之
陳之翹,果菴
陳之芬,淩萬
陳之茂,卓卿,錫山,阜卿
陳之襄,毅庵,自力
陳之輔,伯棐
陳之遇,聘莘,靜軒
陳之遴,彥升,旋吉堂,浮雲,素園,素庵,素庵居士,退之
陳之遵,道升,靖庵
陳之邵,才仲
陳之銓,韋傅
陳之閶,仲升,希亮
陳之陛,以道,左平
陳之顏,謹常
陳之駒,渥川
陳之龍,去亢
陳乙,前山,子元
陳九一,似疇
陳九仭,爾進
陳九官,忠甫
陳九川,惟濬,明水,竹亭
陳九德,希皋
陳九思,希魯
陳九成,琴軒
陳九敘,爾纉
陳九疇,時敘
陳九章,從一
陳九蕙,素心
陳九言,永叔
陳九齡,壽翁
陳乾友,楚蕃
陳二典,書始,紫陽學者
陳于宣,孚敕,鶴亭
陳于廷,孟諤
陳于朝,叔達
陳于王,丹衷
陳于端,東立
陳于逵,偉戊
陳于陛,子納
陳于階,子陞
陳于鳳,丹彩
陳亞,亞之
陳亞卿,次仲
陳亢,退叔
陳交,敬軒先生,汝同
陳亦震,竹菴
陳亦霞,竹菴
陳亨,惟嘉
陳亨時,任甫,信民,梅坪
陳亨衢,彥遠
陳亨運,俊民
陳亨道,彥通
陳京,次馮,稚峰
陳亮,志明
陳亮世,斂侯
陳亮疇,德生
陳仁,統兼
陳仁允,德温
陳仁壽,景禮
陳仁子,古愚,古迂,同俌,同甫
陳仁愔,伯琴
陳仁玉,德公,惪公,碧棲
陳仁言,慎齋
陳仁近,元复,孟角
陳仁錫,文莊,明卿,澹退居士,芝台
陳介,彥碩
陳介卿,通叟
陳介平,雨峰,鹿岑
陳介猷,秩卿,賡臣
陳介璋,宜卿,峨卿
陳介眉,綏卿
陳介石,巖生
陳介祺,壽卿,簠齋
陳介藩,耐生
陳仕寶,景賢
陳仕林,西圃
陳仕行,道敷
陳仕貴,貴道
陳仕賢,希齋,邦憲
陳代俊,玉莊
陳代卿,雲笙
陳以仁,復齋
陳以勤,文端,松谷,逸父,逸甫,靑居山人,青居山人
陳以咸,秉鴻,韶次
陳以忠,孟藎,陳以宗
陳以恭,筱安
陳以慄,寬而
陳以朝,宗甫
陳以濤,雪江
陳以禮,景和
陳以經,元常
陳以綬,士章
陳以綱,立三
陳以義,仲權,西溪
陳以聞,無異
陳以莊,敬叟,月溪
陳以蘊,仲宣
陳以誠,繍谷
陳以謙,吉人,益庵
陳以貞,去諒
陳仰可,孝介先生
陳仲堅,秀實
陳仲夔,子淑
陳仲師,陳中師
陳仲微,文溪先生,致廣,遂初
陳仲文,奎甫
陳仲禮,和叔
陳仲舒,希賢
陳仲良,羅山
陳仲芳,芷汀
陳仲諤,文僧,章老,第念四,蹇叔
陳仲貴,子良
陳仲賓,國老,第三
陳仲述,陳繼先
陳价,維藩
陳任柱,立齋
陳休烈,昌仲
陳伯信,孚之
陳伯友,仲恬
陳伯固,牢之
陳伯圭,禹錫,陳伯奎
陳伯宗,奉業,廢帝,臨海王
陳伯宣,宏化,弘化
陳伯山,仁叔,惟忠,東湖寓客,正甫,第念九
陳伯恭,肅之
陳伯智,策之
陳伯籛,耆仲
陳伯良,易之
陳伯茂,鬱之
陳伯謀,深之
陳伯陶,九龍真逸,子礪,文良,瓜廬,象華
陳伯震,景方
陳伯顏,大有
陳伯鼎,符鎮
陳似蘭,綺堂
陳位,心齋,汝靖
陳位坤,寧齊
陳佐,頤庭,顧盧
陳佐堯,朝弼
陳佐平,昇輔
陳佐才,翼叔
陳佑啓,我珊
陳作儀,逸園,鳳叟,鳳生
陳作善,百祥
陳作彥,介臣
陳作新,基叔
陳作梅,燮原,讀書吾廬,雪園
陳作相,宰臣,涢川
陳作芝,秀生
陳作賓,區雲
陳作霖,時中
陳佩,行度
陳佩嫺,茞芬
陳佩蘭,秋芳
陳佳瑛,元圃
陳佳穆騰額,木騰額
陳侁,後之,復之
陳侃,夢陶
陳來泰,仲亨,訒庵
陳侗,成伯
陳俊,用章
陳俊千,常伯
陳俊卿,應求
陳保棠,伯南
陳保極,天錫
陳保淳,菊舟
陳俞,伯俞,益之
陳信,子行
陳信惠,孚中
陳信民,任甫,梅坪
陳修,伯昂
陳修古,幾道
陳俱,載之
陳倓,定先
陳倚道,研園,砥園
陳倚雲,夢香
陳倩,君美
陳倫,用常
陳倫烱,次安,資齋,陳倫炯
陳倬,培之,籬庵,雲章
陳偁,君擧,君舉
陳偉,邦彦
陳偉勛,佩簡,山銘
陳偕,月境
陳偕燦,咄咄齋居士,少香,蘇翁
陳傅,商老
陳傅姜,陳傳姜
陳傅良,君舉,文節,止齋
陳傑,公佐
陳傑昌,平泉
陳傳,學圃,竹溪
陳傳奎,紫垣,蘅伯,西章
陳傳祖,淸卿
陳傳經,學初,晴岩
陳僅,漁珊,餘山
陳僎,汝翼
陳僖,想園,燕山堂,燕山草堂,藹公,靄公,餘庵
陳僩儀,夏紱
陳價,興之
陳價藩,耐生
陳儀,象之
陳儀子,則與
陳億,曼卿
陳億子,則大
陳億孫,一之
陳儒,鑑韋
陳儒樸,漸山
陳儲秀,瑞山,舜弼
陳儼,時莊
陳允冶,階平
陳允功,仲斌
陳允升,晉卿,霽衡
陳允平,君衡,西麓
陳允恭,六觀,南麓,無逸
陳允文,寶齋
陳允昌,得全
陳允紳,思齋
陳允衡,伯璣,玉淵
陳允道,行之
陳允錫,舋齋
陳允頤,養原
陳元,滸山
陳元之,太初
陳元亮,季德
陳元光,廷炬
陳元凱,時舉
陳元初,陳允初
陳元勳,屬謙
陳元卿,善長,石龍
陳元吉,堯墀
陳元善,東邨
陳元圭,德瑩
陳元城,朝廕
陳元壩,幼笙
陳元大,孔碩
陳元富,子言
陳元彩,月香,雨春,雨香
陳元德,端仁
陳元忠,時佐,肅齋
陳元恆,景陸,月樵,葆常
陳元應,景陽
陳元揚,陳元楊
陳元晉,明父
陳元暉,屏山
陳元桂,正節,華甫
陳元椿,永年,確庵
陳元楷,佳雲,玉珊
陳元浩,雨亭
陳元淑,月蓴
陳元煦,春田
陳元熙,鹿齋
陳元玢,慧仙
陳元珂,仲聲
陳元珣,孟美
陳元琛,仍玉,見南先生
陳元琰,仲文
陳元琳,玉英
陳元發,亨弟,第二,英父
陳元祿,劍男,小鐵,抱潛
陳元禮,欽季
陳元穎,天逸,栗園
陳元章,悔菴,煥文
陳元素,古白,貞文先生
陳元紳,思齋
陳元老,大年
陳元芳,潤軒
